,Artikal,Datum,Tip dok.,Unnamed: 3,Broj dok.,Poslovni partner,Adresa,Poštanski broj,Unnamed: 8,Mjesto,Unnamed: 10,Količina,Iznos prije rabata,Regija,Unnamed: 12,Partner šifra,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 7,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 6
11,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15898.0,B-PHARM 1 Bihać,Harmanski sokak 31.,77000.0,,BIHAĆ,,30.0,371.1,01 - Unsko-Sanski kanton,,,,,,,,,,
12,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15940.0,B-PHARM 1 Bihać,Harmanski sokak 31.,77000.0,,BIHAĆ,,20.0,247.4,01 - Unsko-Sanski kanton,,,,,,,,,,
13,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15897.0,B-PHARM- OGR. br.7 Velika Kladuša,"Prve muslimanske brigade-Polje, bb",77230.0,,VELIKA KLADUŠA,,15.0,185.55,01 - Unsko-Sanski kanton,,,,,,,,,,
14,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15936.0,B-PHARM Bihać- OGR. br.11 Velika Kladuša,Zuhdije Žalića 6,77230.0,,VELIKA KLADUŠA,,5.0,61.85,01 - Unsko-Sanski kanton,,,,,,,,,,
15,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15934.0,B-PHARM Bihać- OGR. br.4 Ostrožac-Cazin,Ostrožac bb,77220.0,,CAZIN,,10.0,123.7,01 - Unsko-Sanski kanton,,,,,,,,,,
16,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15935.0,B-PHARM- OGR. Depo br1 Bosanski Petrovac,"V Korpusa bb u objekt TC""Bingo"" bb",77250.0,,BOSANSKI PETROVAC,,10.0,123.7,01 - Unsko-Sanski kanton,,,,,,,,,,
19,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15785.0,PZU Eurofarm Edal apoteka 2 Tuzla,Tržni centar,75000.0,,TUZLA,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
20,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15675.0,PZU Apoteka ADONIS,25.Novembra bb,75300.0,,LUKAVAC,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
21,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15705.0,PZU Apoteka ADONIS ogr.6 Tuzla,Albina i Franje Herljevića br6,75000.0,,TUZLA,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
22,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15637.0,Pharm-priv.apoteka Zavidovići,Naselje Stadion lamela 5,72220.0,,ZAVIDOVIĆI,,10.0,102.2,03 - Tuzlanski Kanton,,,,,,,,,,
23,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15636.0,Pharm-priv.apoteka Zavidovići,Naselje Stadion lamela 5,72220.0,,ZAVIDOVIĆI,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
24,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15659.0,IBN-SINA PZU Apoteka Stupine Tuzla (A2),Mehmedalije Maka Dizdara 22,75000.0,,TUZLA,,3.0,30.66,03 - Tuzlanski Kanton,,,,,,,,,,
25,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15732.0,PZU Apoteka ADONIS ogr.15 Lukavac,Đure Salaja 4,75300.0,,LUKAVAC,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
26,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15769.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. 2 Živinice",Ul. Alije Izetbegovića br.4,75270.0,,ŽIVINICE,,3.0,30.66,03 - Tuzlanski Kanton,,,,,,,,,,
27,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15754.0,"PZU Apoteka ""MEDEX-PHARM"" Banovići-Ogr. 1 Banovići",119 Muslimanske brdske brigade,75290.0,,BANOVIĆI,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
28,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15790.0,"PZU APOTEKE ""PHARMACOM"" Tuzla ogr.FARMATEX Živinice",Prva ulica br.218,75270.0,,ŽIVINICE,,3.0,30.66,03 - Tuzlanski Kanton,,,,,,,,,,
29,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15774.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. Suha (TC. Bingo Tuzla )",Suha bb,75270.0,,ŽIVINICE,,1.0,10.22,03 - Tuzlanski Kanton,,,,,,,,,,
30,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15727.0,"PZU Apoteka ADONIS ogr.13 Poljice,Lukavac",ul.Poljice bb,75300.0,,LUKAVAC,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
31,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15694.0,PZU Apoteka ADONIS ogr.5 GRADAČAC,Josipa Šibera bb,76250.0,,GRADAČAC,,10.0,102.2,03 - Tuzlanski Kanton,,,,,,,,,,
32,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15693.0,IBN-SINA PZU Ogranak 20 IRAC II Tuzla (A25),Rudarska br.33,75000.0,,TUZLA,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
33,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15683.0,PZU Apoteka ADONIS ogr.3 GRAČANICA,Fridriha Foglera 9b,75320.0,,GRAČANICA,,2.0,23.04,03 - Tuzlanski Kanton,,,,,,,,,,
34,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15697.0,PZU Apoteka ADONIS ogr.5 GRADAČAC,Josipa Šibera bb,76250.0,,GRADAČAC,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
35,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15695.0,IBN-SINA PZU Ogranak 21 Gračanica (A26),"Zanatski centar""Pijaca""bb Gračanica",75320.0,,GRAČANICA,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
36,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15701.0,IBN-SINA PZU Ogranak 24 Tuzla (A33),ul.Maršala Tita br.62,75000.0,,TUZLA,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
37,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15732.0,PZU Apoteka ADONIS ogr.15 Lukavac,Đure Salaja 4,75300.0,,LUKAVAC,,2.0,23.04,03 - Tuzlanski Kanton,,,,,,,,,,
38,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15729.0,"PZU Apoteka ADONIS ogr.13 Poljice,Lukavac",ul.Poljice bb,75300.0,,LUKAVAC,,10.0,115.2,03 - Tuzlanski Kanton,,,,,,,,,,
39,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15767.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 5","Ul. II Korpusa BIH bb, TC Merkator Tuzla",75000.0,,TUZLA,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
40,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15754.0,"PZU Apoteka ""MEDEX-PHARM"" Banovići-Ogr. 1 Banovići",119 Muslimanske brdske brigade,75290.0,,BANOVIĆI,,3.0,37.11,03 - Tuzlanski Kanton,,,,,,,,,,
41,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15762.0,"PZU Apoteka ""DUR-FARM"" Depo Dobrnja",Dobrnja bb,75000.0,,TUZLA,,2.0,23.04,03 - Tuzlanski Kanton,,,,,,,,,,
42,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15711.0,IBN-SINA PZU Ogranak SOLINA (A40),Ul.Armije BiH br.474 Tuzla,75000.0,,TUZLA,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
43,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15703.0,PZU Apoteka ADONIS ogr.1 KALESIJA,ul.Trg šehida bb,75260.0,,KALESIJA,,5.0,57.6,03 - Tuzlanski Kanton,,,,,,,,,,
44,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15717.0,PZU Apoteka ADONIS ogr.11 VUČKOVCI,Bajramište br.2,76250.0,,GRADAČAC,,2.0,23.04,03 - Tuzlanski Kanton,,,,,,,,,,
45,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15775.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. Suha (TC. Bingo Tuzla )",Suha bb,75270.0,,ŽIVINICE,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
46,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15785.0,PZU Eurofarm Edal apoteka 2 Tuzla,Tržni centar,75000.0,,TUZLA,,1.0,12.37,03 - Tuzlanski Kanton,,,,,,,,,,
47,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15668.0,IBN-SINA PZU Ogranak 8 Sjenjak Tuzla (A9),Ismeta Mujezinovića 29,75000.0,,TUZLA,,40.0,494.8,03 - Tuzlanski Kanton,,,,,,,,,,
48,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15675.0,PZU Apoteka ADONIS,25.Novembra bb,75300.0,,LUKAVAC,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
49,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15769.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. 2 Živinice",Ul. Alije Izetbegovića br.4,75270.0,,ŽIVINICE,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
50,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15660.0,IBN-SINA PZU Apoteka Slatina(stara)Tuzla (A3),Albina Hreljevića 4,75000.0,,TUZLA,,50.0,618.5,03 - Tuzlanski Kanton,,,,,,,,,,
51,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15680.0,"IBN-SINA PZU Ogranak 17, Apoteka Stupine (A18)","Stupine B-9, Tuzla",75000.0,,TUZLA,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
52,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15684.0,IBN-SINA PZU Ogranak Donja Višća (A20),"Donja Višća bb,Živinice",75270.0,,ŽIVINICE,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
53,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15679.0,PZU Apoteka ADONIS,25.Novembra bb,75300.0,,LUKAVAC,,5.0,57.6,03 - Tuzlanski Kanton,,,,,,,,,,
54,"Latanox kapi za oči 1x2,5ml",10. 10. 2022.,OTP,,15637.0,Pharm-priv.apoteka Zavidovići,Naselje Stadion lamela 5,72220.0,,ZAVIDOVIĆI,,1.0,9.44,03 - Tuzlanski Kanton,,,,,,,,,,
55,Moksacin 5mg/ml kapi za oko 5ml,11. 10. 2022.,OTP,,15787.0,"JZU ""Gradske apoteke"" Tuzla-Apoteka Dom Zdravlja",Albina i Franje Herljevića 1,75000.0,,TUZLA,,3.0,28.65,03 - Tuzlanski Kanton,,,,,,,,,,
58,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15617.0,"PZU Apoteka ""PHARMACIA""",Sarajevska 51,72000.0,,ZENICA,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
59,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15908.0,"PZU Apoteka ""PHARMACIA""",Sarajevska 51,72000.0,,ZENICA,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
60,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15615.0,J.U. Apoteka Zdravlje-ogr.GRADSKA apoteka,Maršala Tita 52,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
61,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15600.0,PZU Apoteka Avicena Visoko-Ogr. Lejla,Šareni Hanovi bb,71300.0,,VISOKO,,5.0,57.6,04 - ZE-DO Kanton,,,,,,,,,,
62,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15605.0,J.U. Apoteka Zdravlje-ogr.ODMUT,Londža 134,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
63,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15602.0,"PZU Apoteka ""PHARMACIA'' PJ Crkvice",Crkvice 46,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
64,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15604.0,J.U. Apoteka Zdravlje-ogr.ODMUT,Londža 134,72000.0,,ZENICA,,5.0,61.85,04 - ZE-DO Kanton,,,,,,,,,,
65,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15617.0,"PZU Apoteka ""PHARMACIA""",Sarajevska 51,72000.0,,ZENICA,,5.0,57.6,04 - ZE-DO Kanton,,,,,,,,,,
66,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15630.0,J.U. Apoteka Zdravlje-ogr.Mr. WEISS,Adolfa Goldbergera 6,72000.0,,ZENICA,,3.0,37.11,04 - ZE-DO Kanton,,,,,,,,,,
67,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15629.0,PZU Apoteka HERBAFARM Tešanj,Braće Pobrića bb,74260.0,,TEŠANJ,,3.0,34.56,04 - ZE-DO Kanton,,,,,,,,,,
68,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15623.0,"PZU Apoteka ""PHARMACIA"" ogranak",Fra Ivana Jukića bb,72000.0,,ZENICA,,20.0,230.4,04 - ZE-DO Kanton,,,,,,,,,,
69,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15631.0,J.U. Apoteka Zdravlje-ogr.Mr. WEISS,Adolfa Goldbergera 6,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
70,"Latanox kapi za oči 1x2,5ml",10. 10. 2022.,OTP,,15621.0,"J.U. Apoteka Zdravlje-ogr.""Sutjeska""",Savfet Bega Bašagića bb,72220.0,,ZAVIDOVIĆI,,1.0,9.44,04 - ZE-DO Kanton,,,,,,,,,,
71,"Latanox kapi za oči 1x2,5ml",10. 10. 2022.,OTP,,15615.0,J.U. Apoteka Zdravlje-ogr.GRADSKA apoteka,Maršala Tita 52,72000.0,,ZENICA,,1.0,8.42,04 - ZE-DO Kanton,,,,,,,,,,
72,"Latanox kapi za oči 1x2,5ml",10. 10. 2022.,OTP,,15622.0,"J.U. Apoteka Zdravlje-ogr.""Sutjeska""",Savfet Bega Bašagića bb,72220.0,,ZAVIDOVIĆI,,3.0,25.26,04 - ZE-DO Kanton,,,,,,,,,,
73,Moksacin 5mg/ml kapi za oko 5ml,10. 10. 2022.,OTP,,15602.0,"PZU Apoteka ""PHARMACIA'' PJ Crkvice",Crkvice 46,72000.0,,ZENICA,,2.0,19.1,04 - ZE-DO Kanton,,,,,,,,,,
76,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15750.0,"PZU ""AL-HANA"" Goražde",Zdravstvenih radnika bb,73000.0,,GORAŽDE,,5.0,51.1,05 - Bosansko-Podrinjski,,,,,,,,,,
77,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15944.0,"JZU Apoteka ""9 MAJ"" Goražde",Kulina Bana 16,73000.0,,GORAŽDE,,1.0,12.37,05 - Bosansko-Podrinjski,,,,,,,,,,
80,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15833.0,MIA privatna apoteka Kiseljak,Josipa bana Jelačića 93,71250.0,,KISELJAK,,5.0,51.1,06 - Srednjebosanski kanton,,,,,,,,,,
81,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15813.0,"PZU ""AL-HANA"" ogranak Lena",Mostarska br.14,72270.0,,TRAVNIK,,5.0,51.1,06 - Srednjebosanski kanton,,,,,,,,,,
82,Dorzol 20mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15932.0,B-PHARM Bihać- OGR. br.10 Jajce,"Stjepana Tomaševića bb ""TC BINGO""",70101.0,,JAJCE,,10.0,102.2,06 - Srednjebosanski kanton,,,,,,,,,,
83,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15839.0,"J.U. ""Apoteka/Ljekarna"" Travnik- Centralna apoteka",Prnjavor 24,72270.0,,TRAVNIK,,2.0,20.44,06 - Srednjebosanski kanton,,,,,,,,,,
84,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15848.0,JU Internacionalna ljekarna/apoteka Vitez,Hrvatskih branitelja 2A,72250.0,,VITEZ,,3.0,30.66,06 - Srednjebosanski kanton,,,,,,,,,,
85,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15802.0,"PZU ""AL-HANA"" Elda Travnik",Bosanska broj 21,72270.0,,TRAVNIK,,2.0,23.04,06 - Srednjebosanski kanton,,,,,,,,,,
86,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15839.0,"J.U. ""Apoteka/Ljekarna"" Travnik- Centralna apoteka",Prnjavor 24,72270.0,,TRAVNIK,,8.0,98.96,06 - Srednjebosanski kanton,,,,,,,,,,
87,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15932.0,B-PHARM Bihać- OGR. br.10 Jajce,"Stjepana Tomaševića bb ""TC BINGO""",70101.0,,JAJCE,,10.0,123.7,06 - Srednjebosanski kanton,,,,,,,,,,
88,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15813.0,"PZU ""AL-HANA"" ogranak Lena",Mostarska br.14,72270.0,,TRAVNIK,,1.0,11.52,06 - Srednjebosanski kanton,,,,,,,,,,
91,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15872.0,"Ljekarna ""Mr.ph.NINA KEŠELJ"" Mostar",Bleiburških žrtava bb,88000.0,,MOSTAR,,3.0,30.66,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
92,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15877.0,LUPRIV PLUS Mostar ogr.4,Dubrovačka bb.,88000.0,,MOSTAR,,1.0,12.37,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
93,"Latanox kapi za oči 1x2,5ml",13. 10. 2022.,OTP,,15872.0,"Ljekarna ""Mr.ph.NINA KEŠELJ"" Mostar",Bleiburških žrtava bb,88000.0,,MOSTAR,,3.0,28.32,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
96,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15888.0,Ljekarnička ZU ''CVIT LIKARIJE'' Ljubuški,Fra Petra Bakule 3,88320.0,,LJUBUŠKI,,10.0,123.7,08 - Zapadnohercegovački kanton,,,,,,,,,,
97,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15890.0,"Lj.U. ""Blanka"" Posušje",Fra Petra Bakule 16,88240.0,,POSUŠJE,,2.0,23.04,08 - Zapadnohercegovački kanton,,,,,,,,,,
98,"Latanox kapi za oči 1x2,5ml",13. 10. 2022.,OTP,,15865.0,Z.U. LJEKARNE ČOLAK Široki Brijeg-ogr.1,dr.Jure Grubišića 9,88220.0,,ŠIROKI BRIJEG,,10.0,84.2,08 - Zapadnohercegovački kanton,,,,,,,,,,
99,"Latanox kapi za oči 1x2,5ml",13. 10. 2022.,OTP,,15890.0,"Lj.U. ""Blanka"" Posušje",Fra Petra Bakule 16,88240.0,,POSUŠJE,,3.0,25.26,08 - Zapadnohercegovački kanton,,,,,,,,,,
100,"Latanox kapi za oči 1x2,5ml",13. 10. 2022.,OTP,,15888.0,Ljekarnička ZU ''CVIT LIKARIJE'' Ljubuški,Fra Petra Bakule 3,88320.0,,LJUBUŠKI,,15.0,126.3,08 - Zapadnohercegovački kanton,,,,,,,,,,
103,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15578.0,"Privatna apoteka ""Alipašin most"" vl.mr.ph. Lejla Prcić-Šatara",Safeta Zajke 11A,71000.0,,SARAJEVO,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
104,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15561.0,"Apoteka ""VEDAM"" vl.mr.ph. Misirlić Amela, Vogošća","Spasoja Blagovčanina 13, Vogošća",71320.0,,VOGOŠĆA,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
105,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15580.0,"PZU ""AL-HANA""  Ogranak Veneda",Safeta Zajke 322,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
106,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15870.0,Delfin-Otoka PZU apoteka Sarajevo,Bulevar Meše Selimovića 2,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
107,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15857.0,"PZU Apoteka ""La vita"" Sarajevo",Envera Šehovića 8,71000.0,,SARAJEVO,,4.0,40.88,09 - Sarajevski Kanton,,,,,,,,,,
108,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15855.0,"Apoteka ""VEDAM"" vl.mr.ph. Misirlić Amela, Vogošća","Spasoja Blagovčanina 13, Vogošća",71320.0,,VOGOŠĆA,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
109,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15556.0,PZU APOTEKA MAGISTRAT ogranak Butmir,Ilirska 53,71210.0,,ILIDŽA,,6.0,61.32,09 - Sarajevski Kanton,,,,,,,,,,
110,Dorzol 20mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15938.0,Privatna apoteka ''Vita'' Sarajevo,Trg ZAVNOBIH-a 19,71000.0,,SARAJEVO,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
111,Dorzol 20mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15939.0,"Z.U. Apoteka ""Remedia""",Kranjčevićeva 43,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
112,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15649.0,"PZU ""AL-HANA"" - Ogranak Al-Hana LOR",Gandijeva broj 8,71000.0,,SARAJEVO,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
113,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15647.0,"PZU ""AP"" Apoteke Sarajevo",Trg Solidarnosti 39,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
114,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15895.0,B-PHARM- OGR. br.17 ap. MARKALE Sarajevo,Mustafe Bašeskije br.12,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
115,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15896.0,B-PHARM- OGR. br.19 ap.BBI Centar Sarajevo,Trg djece Sarajeva br.1,71000.0,,SARAJEVO,,40.0,408.8,09 - Sarajevski Kanton,,,,,,,,,,
116,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15902.0,"PZU Apoteka ""Verdant"" ogranak Verdant 1",Bihaćka br. 1,71000.0,,SARAJEVO,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
117,Dorzol 20mg/ml kapi za oči 5ml,13. 10. 2022.,OTP,,15873.0,PZU Apoteka PHARMAMED Vitez-ogranak apoteke Sarajevo 1,Rustempašina 35 Ilidža,71000.0,,SARAJEVO,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
118,Dorzol 20mg/ml kapi za oči 5ml,10. 10. 2022.,OTP,,15613.0,PZU apoteka GRAL-Apoteka Dobrinja I,Hamdije Kapidžića br:5 i 6,71000.0,,SARAJEVO,,50.0,511.0,09 - Sarajevski Kanton,,,,,,,,,,
119,Dorzol 20mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15916.0,"PZU Apoteka ""DUOPHARM"" Sarajevo-ILIJAŠ",Bosanski put bb,71380.0,,ILIJAŠ,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
120,Dorzol 20mg/ml kapi za oči 5ml,14. 10. 2022.,OTP,,15928.0,"PZU Apoteka ""VITAPHARM"" ogranak apoteka ""PHARMA NOVA""",Džemala Bijedića 160,71000.0,,SARAJEVO,,3.0,30.66,09 - Sarajevski Kanton,,,,,,,,,,
121,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15796.0,LUPRIV PHARM Mostar ogr.HRASNICA-ILIDŽA,Ul. Šehitluci br.2,71212.0,,HRASNICA,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
122,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15720.0,Privatna apoteka ''Oaza zdravlja'' Sarajevo- Dobrinja II,Esada Pašalića br.10,71000.0,,SARAJEVO,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
123,Dorzol 20mg/ml kapi za oči 5ml,11. 10. 2022.,OTP,,15645.0,"PZU ""AP"" Apoteke Sarajevo ogranak Apoteka ""Revita""",Azize Šaćirbegović 16,71000.0,,SARAJEVO,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
124,Dorzol 20mg/ml kapi za oči 5ml,12. 10. 2022.,OTP,,15800.0,LUPRIV PLUS Mostar ogr.ILIDŽA-HRASNICA,Igmanskih bataljona 3-5,71212.0,,HRASNICA,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
